Unnamed: 0,prompt,completion,predicted_result,NRMSE
4157,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '28' ) and    Fuel_Price between 2 and 3  ,1422630.0,2,12073366.866459245
4158,select avg(Weekly_Sales) from Walmart where Store in ( '45' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 3  ,723987.0,719,12073366.866459245
4159,select avg(Weekly_Sales) from Walmart where Store in ( '14' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,2120582.0,1312324892049,12073366.866459245
4160,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '29' ) and    Fuel_Price between 2 and 3  ,510481.0,631,12073366.866459245
4161,select avg(Weekly_Sales) from Walmart where Store in ( '32' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1140459.0,1453824969,12073366.866459245
4162,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '6' ) and    Fuel_Price between 2 and 3  ,1690502.0,1184521019200,12073366.866459245
4163,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '35' ) and    Fuel_Price between 2 and 3  ,1063046.0,1027564059914,12073366.866459245
4164,select avg(Weekly_Sales) from Walmart where Store in ( '16' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,510610.0,510907839416,12073366.866459245
4165,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '24' ) and    Fuel_Price between 2 and 3  ,1444302.0,2,12073366.866459245
4166,select avg(Weekly_Sales) from Walmart where Store in ( '11' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1350734.0,1028892196892,12073366.866459245
4167,select avg(Weekly_Sales) from Walmart where Store in ( '33' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,274024.0,283,12073366.866459245
4168,select avg(Weekly_Sales) from Walmart where Store in ( '18' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1062979.0,1326227948611,12073366.866459245
4169,select avg(Weekly_Sales) from Walmart where Store in ( '35' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1065250.0,1524914022,12073366.866459245
4170,select avg(Weekly_Sales) from Walmart where Store in ( '17' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,848389.0,1438028931027,12073366.866459245
4171,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '12' ) and    Fuel_Price between 2 and 3  ,1009603.0,1183891027,12073366.866459245
4172,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '5' ) and    Fuel_Price between 3 and 4  ,365019.0,699,12073366.866459245
4173,select avg(Weekly_Sales) from Walmart where Store in ( '34' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1046890.0,1454892036896,12073366.866459245
4174,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '14' ) and    Fuel_Price between 2 and 4  ,2120582.0,1768389765353,12073366.866459245
4175,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '13' ) and    Fuel_Price between 3 and 4  ,2147611.0,1389694961914,12073366.866459245
4176,select avg(Weekly_Sales) from Walmart where Store in ( '14' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 4 and 4  ,1639585.0,2,12073366.866459245
4177,select avg(Weekly_Sales) from Walmart where Store in ( '20' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,2062031.0,1283819056969,12073366.866459245
4178,select avg(Weekly_Sales) from Walmart where Store in ( '13' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,2020004.0,1473839218,12073366.866459245
4179,select avg(Weekly_Sales) from Walmart where Store in ( '23' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,1462542.0,1185034694625,12073366.866459245
4180,select avg(Weekly_Sales) from Walmart where Store in ( '39' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1481315.0,2,12073366.866459245
4181,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '18' ) and    Fuel_Price between 2 and 3  ,1126892.0,1447694567304,12073366.866459245
4182,select avg(Weekly_Sales) from Walmart where Store in ( '15' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,662206.0,650,12073366.866459245
4183,select avg(Weekly_Sales) from Walmart where Store in ( '12' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1117863.0,1818035324215,12073366.866459245
4184,select avg(Weekly_Sales) from Walmart where Store in ( '39' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1492044.0,1028947952914,12073366.866459245
4185,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '23' ) and    Fuel_Price between 2 and 3  ,1334248.0,2,12073366.866459245
4186,select avg(Weekly_Sales) from Walmart where Store in ( '32' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1176509.0,2,12073366.866459245
4187,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '44' ) and    Fuel_Price between 2 and 3  ,279973.0,351326027056963,12073366.866459245
4188,select avg(Weekly_Sales) from Walmart where Store in ( '28' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,1323548.0,1496113824,12073366.866459245
4189,select avg(Weekly_Sales) from Walmart where Store in ( '11' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1433839.0,1218024373242,12073366.866459245
4190,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '8' ) and    Fuel_Price between 3 and 4  ,981967.0,1056250397694,12073366.866459245
4191,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '7' ) and    Fuel_Price between 2 and 3  ,524968.0,510707515978,12073366.866459245
4192,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '25' ) and    Fuel_Price between 3 and 4  ,769699.0,1028611019,12073366.866459245
4193,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '26' ) and    Fuel_Price between 2 and 3  ,982824.0,1065892914058,12073366.866459245
4194,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '40' ) and    Fuel_Price between 2 and 3  ,940131.0,1279201185892,12073366.866459245
4195,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '38' ) and    Fuel_Price between 3 and 4  ,378440.0,642350848679,12073366.866459245
4196,select avg(Weekly_Sales) from Walmart where Store in ( '39' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1353584.0,2,12073366.866459245
4197,select avg(Weekly_Sales) from Walmart where Store in ( '13' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,2147611.0,1582414914020,12073366.866459245
4198,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '30' ) and    Fuel_Price between 3 and 4  ,430402.0,617824336511,12073366.866459245
4199,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '3' ) and    Fuel_Price between 2 and 3  ,430308.0,1492024214056,12073366.866459245
4200,select avg(Weekly_Sales) from Walmart where Store in ( '40' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,1008034.0,1462044914,12073366.866459245
4201,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '33' ) and    Fuel_Price between 2 and 3  ,274024.0,283,12073366.866459245
4202,select avg(Weekly_Sales) from Walmart where Store in ( '21' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,750774.0,2,12073366.866459245
4203,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '1' ) and    Fuel_Price between 2 and 4  ,1546957.0,1406360944,12073366.866459245
4204,select avg(Weekly_Sales) from Walmart where Store in ( '20' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,2062031.0,1279892031126,12073366.866459245
4205,select avg(Weekly_Sales) from Walmart where Store in ( '17' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,921037.0,1147026611324,12073366.866459245
4206,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '15' ) and    Fuel_Price between 3 and 4  ,626245.0,690,12073366.866459245
4207,select avg(Weekly_Sales) from Walmart where Store in ( '4' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1976363.0,1175966947,12073366.866459245
4208,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '9' ) and    Fuel_Price between 2 and 3  ,566338.0,699,12073366.866459245
4209,select avg(Weekly_Sales) from Walmart where Store in ( '27' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1829428.0,1027932521606,12073366.866459245
4210,select avg(Weekly_Sales) from Walmart where Store in ( '3' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,442812.0,1303248175089,12073366.866459245
4211,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '9' ) and    Fuel_Price between 2 and 3  ,566338.0,592892967968008,12073366.866459245
4212,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '29' ) and    Fuel_Price between 2 and 3  ,529191.0,665892089651729,12073366.866459245
4213,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '10' ) and    Fuel_Price between 2 and 3  ,1948279.0,1028400892024,12073366.866459245
4214,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '16' ) and    Fuel_Price between 3 and 4  ,571769.0,523892892665043,12073366.866459245
4215,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '27' ) and    Fuel_Price between 3 and 4  ,1774865.0,2,12073366.866459245
4216,select avg(Weekly_Sales) from Walmart where Store in ( '8' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,909623.0,1590892969619,12073366.866459245
4217,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '19' ) and    Fuel_Price between 2 and 3  ,1564001.0,2,12073366.866459245
4218,select avg(Weekly_Sales) from Walmart where Store in ( '3' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,400064.0,2,12073366.866459245
4219,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '28' ) and    Fuel_Price between 3 and 4  ,1313748.0,2,12073366.866459245
4220,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '7' ) and    Fuel_Price between 2 and 3  ,656158.0,568424584019,12073366.866459245
4221,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '8' ) and    Fuel_Price between 2 and 3  ,965376.0,2,12073366.866459245
4222,select avg(Weekly_Sales) from Walmart where Store in ( '43' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,633127.0,1019027363584,12073366.866459245
4223,select avg(Weekly_Sales) from Walmart where Store in ( '12' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,1158473.0,2,12073366.866459245
4224,select avg(Weekly_Sales) from Walmart where Store in ( '26' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,982824.0,1372459964031,12073366.866459245
4225,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '33' ) and    Fuel_Price between 3 and 4  ,255649.0,453,12073366.866459245
4226,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '30' ) and    Fuel_Price between 2 and 4  ,436859.0,1353871611089,12073366.866459245
4227,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '44' ) and    Fuel_Price between 3 and 4  ,314497.0,248,12073366.866459245
4228,select avg(Weekly_Sales) from Walmart where Store in ( '23' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1326867.0,1028425839034,12073366.866459245
4229,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '41' ) and    Fuel_Price between 2 and 3  ,1189694.0,1031372611,12073366.866459245
4230,select avg(Weekly_Sales) from Walmart where Store in ( '9' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,518245.0,709,12073366.866459245
4231,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '7' ) and    Fuel_Price between 3 and 4  ,683227.0,829,12073366.866459245
4232,select avg(Weekly_Sales) from Walmart where Store in ( '18' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1186892.0,1034059036932,12073366.866459245
4233,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '13' ) and    Fuel_Price between 2 and 3  ,1953201.0,1390917056,12073366.866459245
4234,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '38' ) and    Fuel_Price between 2 and 3  ,348175.0,390917,12073366.866459245
4235,select avg(Weekly_Sales) from Walmart where Store in ( '35' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1076622.0,1263953818,12073366.866459245
4236,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '16' ) and    Fuel_Price between 2 and 3  ,510610.0,1324898372186,12073366.866459245
4237,select avg(Weekly_Sales) from Walmart where Store in ( '14' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,2139506.0,1460892024,12073366.866459245
4238,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '29' ) and    Fuel_Price between 3 and 4  ,631076.0,909,12073366.866459245
4239,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '25' ) and    Fuel_Price between 3 and 4  ,709824.0,656,12073366.866459245
4240,select avg(Weekly_Sales) from Walmart where Store in ( '21' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,750774.0,1424459565,12073366.866459245
4241,select avg(Weekly_Sales) from Walmart where Store in ( '5' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,365019.0,531326117317142976,12073366.866459245
4242,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '25' ) and    Fuel_Price between 2 and 4  ,706365.0,1453359033,12073366.866459245
4243,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '4' ) and    Fuel_Price between 3 and 4  ,2298759.0,1372224863249,12073366.866459245
4244,select avg(Weekly_Sales) from Walmart where Store in ( '26' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1008117.0,1469350175914,12073366.866459245
4245,select avg(Weekly_Sales) from Walmart where Store in ( '38' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,342214.0,631,12073366.866459245
4246,select avg(Weekly_Sales) from Walmart where Store in ( '20' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,2062031.0,1597919317,12073366.866459245
4247,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '12' ) and    Fuel_Price between 2 and 3  ,1117863.0,1334253931,12073366.866459245
4248,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '22' ) and    Fuel_Price between 2 and 4  ,1028093.0,1365175824,12073366.866459245
4249,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '20' ) and    Fuel_Price between 2 and 3  ,2062031.0,1279892142975,12073366.866459245
4250,select avg(Weekly_Sales) from Walmart where Store in ( '19' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1564001.0,2,12073366.866459245
4251,select avg(Weekly_Sales) from Walmart where Store in ( '14' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,2139506.0,1117263350968,12073366.866459245
4252,select avg(Weekly_Sales) from Walmart where Store in ( '36' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,438059.0,391,12073366.866459245
4253,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '45' ) and    Fuel_Price between 2 and 3  ,765212.0,518,12073366.866459245
4254,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '36' ) and    Fuel_Price between 3 and 4  ,334028.0,736,12073366.866459245
4255,select avg(Weekly_Sales) from Walmart where Store in ( '19' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1453424.0,1175524044969,12073366.866459245
4256,select avg(Weekly_Sales) from Walmart where Store in ( '24' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1360383.0,2,12073366.866459245
4257,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '19' ) and    Fuel_Price between 2 and 3  ,1564001.0,2,12073366.866459245
4258,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '23' ) and    Fuel_Price between 2 and 4  ,1462542.0,2,12073366.866459245
4259,select avg(Weekly_Sales) from Walmart where Store in ( '22' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1035196.0,1965734948,12073366.866459245
4260,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '27' ) and    Fuel_Price between 2 and 3  ,1829428.0,1,12073366.866459245
4261,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '23' ) and    Fuel_Price between 3 and 4  ,1414969.0,1976824909,12073366.866459245
4262,select avg(Weekly_Sales) from Walmart where Store in ( '4' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1976363.0,1065622641424,12073366.866459245
4263,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '20' ) and    Fuel_Price between 3 and 3  ,2105058.0,1185155824,12073366.866459245
4264,select avg(Weekly_Sales) from Walmart where Store in ( '9' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,540599.0,656170402353175,12073366.866459245
4265,select avg(Weekly_Sales) from Walmart where Store in ( '38' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,375716.0,558949,12073366.866459245
4266,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '5' ) and    Fuel_Price between 2 and 3  ,304419.0,1028093987968,12073366.866459245
4267,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '13' ) and    Fuel_Price between 3 and 4  ,2020004.0,1147611914,12073366.866459245
4268,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '11' ) and    Fuel_Price between 2 and 3  ,1347142.0,1658113839839,12073366.866459245
4269,select avg(Weekly_Sales) from Walmart where Store in ( '15' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,719644.0,765250,12073366.866459245
4270,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '42' ) and    Fuel_Price between 2 and 3  ,529106.0,578,12073366.866459245
4271,select avg(Weekly_Sales) from Walmart where Store in ( '38' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,348175.0,453892035008,12073366.866459245
4272,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '9' ) and    Fuel_Price between 2 and 3  ,518245.0,560,12073366.866459245
4273,select avg(Weekly_Sales) from Walmart where Store in ( '15' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,662206.0,562,12073366.866459245
4274,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '37' ) and    Fuel_Price between 3 and 4  ,523090.0,643259707424,12073366.866459245
4275,select avg(Weekly_Sales) from Walmart where Store in ( '7' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,656158.0,609,12073366.866459245
4276,select avg(Weekly_Sales) from Walmart where Store in ( '16' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,515677.0,338917819125,12073366.866459245
4277,select avg(Weekly_Sales) from Walmart where Store in ( '15' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,662206.0,608,12073366.866459245
4278,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '14' ) and    Fuel_Price between 3 and 4  ,1965337.0,1565581338899,12073366.866459245
4279,select avg(Weekly_Sales) from Walmart where Store in ( '7' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,524968.0,372326709,12073366.866459245
4280,select avg(Weekly_Sales) from Walmart where Store in ( '30' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,453225.0,719,12073366.866459245
4281,select avg(Weekly_Sales) from Walmart where Store in ( '6' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1542152.0,1363402967824,12073366.866459245
4282,select avg(Weekly_Sales) from Walmart where Store in ( '2' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,1914208.0,1453892824,12073366.866459245
4283,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '13' ) and    Fuel_Price between 3 and 4  ,2020004.0,1,12073366.866459245
4284,select avg(Weekly_Sales) from Walmart where Store in ( '41' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,1263101.0,1314324964027,12073366.866459245
4285,select avg(Weekly_Sales) from Walmart where Store in ( '7' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,524968.0,706058056606,12073366.866459245
4286,select avg(Weekly_Sales) from Walmart where Store in ( '24' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1483606.0,1209253151979,12073366.866459245
4287,select avg(Weekly_Sales) from Walmart where Store in ( '16' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,566733.0,518204044058096,12073366.866459245
4288,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '42' ) and    Fuel_Price between 3 and 4  ,552853.0,710,12073366.866459245
4289,select avg(Weekly_Sales) from Walmart where Store in ( '8' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,975330.0,1218250027,12073366.866459245
4290,select avg(Weekly_Sales) from Walmart where Store in ( '35' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1063046.0,1283044072158,12073366.866459245
4291,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '5' ) and    Fuel_Price between 3 and 4  ,365019.0,558,12073366.866459245
4292,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '22' ) and    Fuel_Price between 2 and 3  ,973372.0,1965524058765044,12073366.866459245
4293,select avg(Weekly_Sales) from Walmart where Store in ( '10' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,1901184.0,1334992069,12073366.866459245
4294,select avg(Weekly_Sales) from Walmart where Store in ( '44' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,296035.0,510,12073366.866459245
4295,select avg(Weekly_Sales) from Walmart where Store in ( '24' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1444302.0,1953175360769,12073366.866459245
4296,select avg(Weekly_Sales) from Walmart where Store in ( '12' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1009603.0,2,12073366.866459245
4297,select avg(Weekly_Sales) from Walmart where Store in ( '6' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1542152.0,1422969424892,12073366.866459245
4298,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '2' ) and    Fuel_Price between 2 and 3  ,2096524.0,2,12073366.866459245
4299,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '16' ) and    Fuel_Price between 2 and 3  ,559179.0,1,12073366.866459245
4300,select avg(Weekly_Sales) from Walmart where Store in ( '14' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,2139506.0,1063509,12073366.866459245
4301,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '6' ) and    Fuel_Price between 2 and 4  ,1680907.0,1483350752225,12073366.866459245
4302,select avg(Weekly_Sales) from Walmart where Store in ( '18' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1126892.0,1976973734324,12073366.866459245
4303,select avg(Weekly_Sales) from Walmart where Store in ( '1' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1515932.0,1442127059810,12073366.866459245
4304,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '41' ) and    Fuel_Price between 2 and 3  ,1279200.0,1028061058946,12073366.866459245
4305,select avg(Weekly_Sales) from Walmart where Store in ( '31' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1356534.0,1315175061,12073366.866459245
4306,select avg(Weekly_Sales) from Walmart where Store in ( '33' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,253114.0,306,12073366.866459245
4307,select avg(Weekly_Sales) from Walmart where Store in ( '25' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,706365.0,1523158765859,12073366.866459245
4308,select avg(Weekly_Sales) from Walmart where Store in ( '42' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,552853.0,973,12073366.866459245
4309,select avg(Weekly_Sales) from Walmart where Store in ( '23' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1326867.0,1453425248,12073366.866459245
4310,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '6' ) and    Fuel_Price between 2 and 4  ,1555992.0,2,12073366.866459245
4311,select avg(Weekly_Sales) from Walmart where Store in ( '38' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,342214.0,723892001559899,12073366.866459245
4312,select avg(Weekly_Sales) from Walmart where Store in ( '13' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,1995392.0,1917824096027,12073366.866459245
4313,select avg(Weekly_Sales) from Walmart where Store in ( '31' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1356534.0,1409523987979,12073366.866459245
4314,select avg(Weekly_Sales) from Walmart where Store in ( '26' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 4 and 4  ,975578.0,2,12073366.866459245
4315,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '17' ) and    Fuel_Price between 3 and 4  ,909679.0,1028892845324,12073366.866459245
4316,select avg(Weekly_Sales) from Walmart where Store in ( '7' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,524968.0,568038834059,12073366.866459245
4317,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '14' ) and    Fuel_Price between 2 and 3  ,2139506.0,1965250863839,12073366.866459245
4318,select avg(Weekly_Sales) from Walmart where Store in ( '45' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,765212.0,656326401552679,12073366.866459245
